,filename,width,height,class,xmin,ymin,xmax,ymax
281,frame1008.jpg,800,600,label_2,419,121,495,285
282,frame1008.jpg,800,600,label_0,330,98,362,272
283,frame1008.jpg,800,600,label_1,370,168,444,282
284,frame1008.jpg,800,600,label_3,336,305,509,353
285,frame1008.jpg,800,600,label_5,360,403,570,441
286,frame1008.jpg,800,600,label_4,253,371,333,548
287,frame1008.jpg,800,600,label_6,152,364,244,558
288,frame10080.jpg,800,600,label_0,714,368,788,600
289,frame10080.jpg,800,600,label_2,639,329,764,580
290,frame10080.jpg,800,600,label_3,240,412,471,529
291,frame10080.jpg,800,600,label_3,251,399,475,519
292,frame10080.jpg,800,600,label_6,246,509,536,600
293,frame10081.jpg,800,600,label_0,716,368,790,600
294,frame10081.jpg,800,600,label_2,641,328,766,583
295,frame10081.jpg,800,600,label_3,242,410,473,527
296,frame10081.jpg,800,600,label_3,253,397,476,518
297,frame10081.jpg,800,600,label_6,249,512,539,600
298,frame10082.jpg,800,600,label_0,717,367,792,600
299,frame10082.jpg,800,600,label_2,642,326,768,585
300,frame10082.jpg,800,600,label_3,244,407,475,525
301,frame10082.jpg,800,600,label_3,254,395,478,517
302,frame10082.jpg,800,600,label_6,251,514,541,600
303,frame10083.jpg,800,600,label_0,719,366,794,599
304,frame10083.jpg,800,600,label_2,644,325,769,587
305,frame10083.jpg,800,600,label_3,245,405,476,523
306,frame10083.jpg,800,600,label_3,255,393,479,516
307,frame10083.jpg,800,600,label_6,254,516,543,600
308,frame10084.jpg,800,600,label_0,721,365,796,599
309,frame10084.jpg,800,600,label_2,646,324,771,589
310,frame10084.jpg,800,600,label_3,247,403,478,520
311,frame10084.jpg,800,600,label_3,256,391,481,514
312,frame10084.jpg,800,600,label_6,256,519,546,600
313,frame10085.jpg,800,600,label_0,723,365,798,600
314,frame10085.jpg,800,600,label_2,647,322,773,591
315,frame10085.jpg,800,600,label_3,249,401,480,518
316,frame10085.jpg,800,600,label_3,257,388,482,513
317,frame10085.jpg,800,600,label_6,259,521,548,600
318,frame10086.jpg,800,600,label_0,724,364,800,600
319,frame10086.jpg,800,600,label_2,649,321,774,594
320,frame10086.jpg,800,600,label_3,250,399,481,516
321,frame10086.jpg,800,600,label_3,258,386,483,512
322,frame10086.jpg,800,600,label_6,261,523,551,600
323,frame10087.jpg,800,600,label_0,726,361,800,600
324,frame10087.jpg,800,600,label_2,646,319,777,595
325,frame10087.jpg,800,600,label_3,251,397,482,514
326,frame10087.jpg,800,600,label_3,260,383,485,509
327,frame10087.jpg,800,600,label_6,259,518,545,600
328,frame10088.jpg,800,600,label_0,726,360,800,600
329,frame10088.jpg,800,600,label_2,645,317,779,595
330,frame10088.jpg,800,600,label_3,251,395,482,512
331,frame10088.jpg,800,600,label_3,260,381,486,507
332,frame10088.jpg,800,600,label_6,258,516,543,599
333,frame10089.jpg,800,600,label_0,727,359,800,600
334,frame10089.jpg,800,600,label_2,643,316,780,596
335,frame10089.jpg,800,600,label_3,252,394,483,511
336,frame10089.jpg,800,600,label_3,261,380,486,505
337,frame10089.jpg,800,600,label_6,257,513,540,600
338,frame1009.jpg,800,600,label_3,381,366,553,414
339,frame1009.jpg,800,600,label_2,419,121,497,292
340,frame1009.jpg,800,600,label_0,329,100,362,279
341,frame1009.jpg,800,600,label_1,370,170,446,287
342,frame1009.jpg,800,600,label_3,337,310,510,361
343,frame1009.jpg,800,600,label_5,362,412,573,450
344,frame1009.jpg,800,600,label_4,254,379,336,561
345,frame1009.jpg,800,600,label_6,152,375,245,568
346,frame10090.jpg,800,600,label_0,728,356,800,600
347,frame10090.jpg,800,600,label_2,640,314,784,597
348,frame10090.jpg,800,600,label_3,252,391,483,508
349,frame10090.jpg,800,600,label_3,263,376,488,502
350,frame10090.jpg,800,600,label_6,255,508,535,600
351,frame10091.jpg,800,600,label_0,728,355,799,600
352,frame10091.jpg,800,600,label_2,639,313,785,598
353,frame10091.jpg,800,600,label_3,253,390,484,507
354,frame10091.jpg,800,600,label_3,263,375,489,501
355,frame10091.jpg,800,600,label_6,254,506,532,600
356,frame10092.jpg,800,600,label_0,729,353,800,600
357,frame10092.jpg,800,600,label_2,637,311,787,598
358,frame10092.jpg,800,600,label_3,253,389,484,506
359,frame10092.jpg,800,600,label_3,264,373,490,499
360,frame10092.jpg,800,600,label_6,253,503,530,600
361,frame10093.jpg,800,600,label_0,729,352,800,600
362,frame10093.jpg,800,600,label_2,636,310,788,599
363,frame10093.jpg,800,600,label_3,253,387,484,504
364,frame10093.jpg,800,600,label_3,265,371,490,497
365,frame10093.jpg,800,600,label_6,252,501,527,599
366,frame10094.jpg,800,600,label_0,730,351,800,600
367,frame10094.jpg,800,600,label_2,637,308,792,600
368,frame10094.jpg,800,600,label_3,256,384,487,502
369,frame10094.jpg,800,600,label_3,268,369,493,495
370,frame10094.jpg,800,600,label_6,249,496,521,599
371,frame10095.jpg,800,600,label_0,730,351,800,600
372,frame10095.jpg,800,600,label_2,639,308,794,599
373,frame10095.jpg,800,600,label_3,257,383,489,502
374,frame10095.jpg,800,600,label_3,269,368,495,494
375,frame10095.jpg,800,600,label_6,246,494,518,600
376,frame10096.jpg,800,600,label_0,730,351,800,600
377,frame10096.jpg,800,600,label_2,642,307,796,600
378,frame10096.jpg,800,600,label_3,259,381,492,501
379,frame10096.jpg,800,600,label_3,271,367,497,493
380,frame10096.jpg,800,600,label_6,244,492,515,600
381,frame10097.jpg,800,600,label_0,730,351,800,600
382,frame10097.jpg,800,600,label_2,644,307,798,600
383,frame10097.jpg,800,600,label_3,261,380,494,500
384,frame10097.jpg,800,600,label_3,273,366,498,492
385,frame10097.jpg,800,600,label_6,242,491,512,600
386,frame10098.jpg,800,600,label_0,746,408,800,599
387,frame10098.jpg,800,600,label_2,647,306,800,599
388,frame10098.jpg,800,600,label_3,263,378,496,499
389,frame10098.jpg,800,600,label_3,275,365,500,491
390,frame10098.jpg,800,600,label_6,239,489,509,600
391,frame10099.jpg,800,600,label_2,646,306,799,600
392,frame10099.jpg,800,600,label_3,265,376,499,499
393,frame10099.jpg,800,600,label_3,277,364,502,490
394,frame10099.jpg,800,600,label_6,237,487,506,600
395,frame101.jpg,800,600,label_0,283,141,334,455
396,frame101.jpg,800,600,label_1,346,251,467,451
397,frame101.jpg,800,600,label_2,399,152,525,453
398,frame101.jpg,800,600,label_3,317,529,573,599
399,frame1010.jpg,800,600,label_3,381,369,553,417
400,frame1010.jpg,800,600,label_2,419,121,498,295
401,frame1010.jpg,800,600,label_0,328,100,361,282
402,frame1010.jpg,800,600,label_1,370,171,447,290
403,frame1010.jpg,800,600,label_3,337,313,511,365
404,frame1010.jpg,800,600,label_5,364,416,575,455
405,frame1010.jpg,800,600,label_4,255,384,337,567
406,frame1010.jpg,800,600,label_6,153,380,245,574
407,frame10100.jpg,800,600,label_2,644,305,798,600
408,frame10100.jpg,800,600,label_3,266,375,501,498
409,frame10100.jpg,800,600,label_3,279,363,504,489
410,frame10100.jpg,800,600,label_6,235,485,503,599
411,frame10101.jpg,800,600,label_2,643,304,798,600
412,frame10101.jpg,800,600,label_3,268,373,504,497
413,frame10101.jpg,800,600,label_3,280,362,506,488
414,frame10101.jpg,800,600,label_6,232,483,500,600
415,frame10102.jpg,800,600,label_2,642,304,797,600
416,frame10102.jpg,800,600,label_3,270,372,506,496
417,frame10102.jpg,800,600,label_3,282,361,508,487
418,frame10102.jpg,800,600,label_6,230,481,497,600
419,frame10103.jpg,800,600,label_0,761,464,800,600
420,frame10103.jpg,800,600,label_2,641,303,796,600
421,frame10103.jpg,800,600,label_3,272,370,508,496
422,frame10103.jpg,800,600,label_3,284,360,509,486
423,frame10103.jpg,800,600,label_6,228,479,494,600
424,frame10104.jpg,800,600,label_2,641,300,796,600
425,frame10104.jpg,800,600,label_3,274,368,511,495
426,frame10104.jpg,800,600,label_3,286,359,511,485
427,frame10104.jpg,800,600,label_6,227,479,494,600
428,frame10105.jpg,800,600,label_2,641,297,796,600
429,frame10105.jpg,800,600,label_3,276,367,513,494
430,frame10105.jpg,800,600,label_3,288,358,513,484
431,frame10105.jpg,800,600,label_6,227,479,493,600
432,frame10106.jpg,800,600,label_2,641,294,796,600
433,frame10106.jpg,800,600,label_3,277,365,515,493
434,frame10106.jpg,800,600,label_3,290,357,515,483
435,frame10106.jpg,800,600,label_6,226,479,493,600
436,frame10107.jpg,800,600,label_0,761,464,800,600
437,frame10107.jpg,800,600,label_2,641,291,796,600
438,frame10107.jpg,800,600,label_3,279,364,518,493
439,frame10107.jpg,800,600,label_3,291,356,517,482
440,frame10107.jpg,800,600,label_6,226,479,492,600
441,frame10108.jpg,800,600,label_0,761,464,800,600
442,frame10108.jpg,800,600,label_2,642,291,797,600
443,frame10108.jpg,800,600,label_3,281,363,519,491
444,frame10108.jpg,800,600,label_3,291,356,515,482
445,frame10108.jpg,800,600,label_6,226,478,489,599
446,frame10109.jpg,800,600,label_2,644,291,797,600
447,frame10109.jpg,800,600,label_3,284,360,522,489
448,frame10109.jpg,800,600,label_3,291,356,513,481
449,frame10109.jpg,800,600,label_6,227,477,484,598
450,frame1011.jpg,800,600,label_3,381,372,554,420
451,frame1011.jpg,800,600,label_2,418,121,499,298
452,frame1011.jpg,800,600,label_0,328,101,361,286
453,frame1011.jpg,800,600,label_1,370,172,449,293
454,frame1011.jpg,800,600,label_3,338,316,512,369
455,frame1011.jpg,800,600,label_5,365,421,576,459
456,frame1011.jpg,800,600,label_4,256,388,339,574
457,frame1011.jpg,800,600,label_6,153,385,246,579
458,frame10110.jpg,800,600,label_2,646,291,797,600
459,frame10110.jpg,800,600,label_3,287,358,526,487
460,frame10110.jpg,800,600,label_3,291,356,510,479
461,frame10110.jpg,800,600,label_6,228,475,478,596
462,frame10111.jpg,800,600,label_2,647,291,797,600
463,frame10111.jpg,800,600,label_3,289,357,527,486
464,frame10111.jpg,800,600,label_3,291,356,509,479
465,frame10111.jpg,800,600,label_6,229,474,475,596
466,frame10112.jpg,800,600,label_2,650,291,798,600
467,frame10112.jpg,800,600,label_3,292,354,530,483
468,frame10112.jpg,800,600,label_3,291,356,506,478
469,frame10112.jpg,800,600,label_6,230,472,470,594
470,frame10113.jpg,800,600,label_2,651,291,798,600
471,frame10113.jpg,800,600,label_3,293,353,532,482
472,frame10113.jpg,800,600,label_3,291,356,505,477
473,frame10113.jpg,800,600,label_6,230,472,467,593
474,frame10114.jpg,800,600,label_2,652,291,798,600
475,frame10114.jpg,800,600,label_3,295,352,533,481
476,frame10114.jpg,800,600,label_3,291,356,504,476
477,frame10114.jpg,800,600,label_6,231,471,464,593
478,frame10115.jpg,800,600,label_2,653,291,798,600
479,frame10115.jpg,800,600,label_3,296,351,535,480
480,frame10115.jpg,800,600,label_3,291,356,503,476
481,frame10115.jpg,800,600,label_6,232,470,461,592
482,frame10116.jpg,800,600,label_2,654,291,798,600
483,frame10116.jpg,800,600,label_3,298,349,536,478
484,frame10116.jpg,800,600,label_3,291,356,501,475
485,frame10116.jpg,800,600,label_6,262,515,387,600
486,frame10116.jpg,800,600,label_6,232,469,459,592
487,frame10117.jpg,800,600,label_2,656,291,799,600
488,frame10117.jpg,800,600,label_3,301,347,540,476
489,frame10117.jpg,800,600,label_3,291,356,499,474
490,frame10117.jpg,800,600,label_6,266,515,390,600
491,frame10117.jpg,800,600,label_6,233,468,453,590
492,frame10118.jpg,800,600,label_2,657,291,799,600
493,frame10118.jpg,800,600,label_3,303,346,541,475
494,frame10118.jpg,800,600,label_3,291,356,498,473
495,frame10118.jpg,800,600,label_6,268,515,392,600
496,frame10118.jpg,800,600,label_6,234,467,450,590
497,frame10119.jpg,800,600,label_2,658,291,799,600
498,frame10119.jpg,800,600,label_3,304,345,543,474
499,frame10119.jpg,800,600,label_3,291,356,496,473
500,frame10119.jpg,800,600,label_6,270,515,394,600
501,frame10119.jpg,800,600,label_6,234,466,448,589
502,frame1012.jpg,800,600,label_3,382,375,554,423
503,frame1012.jpg,800,600,label_2,418,121,501,301
504,frame1012.jpg,800,600,label_0,327,102,361,290
505,frame1012.jpg,800,600,label_1,370,173,450,296
506,frame1012.jpg,800,600,label_3,338,319,513,373
507,frame1012.jpg,800,600,label_5,366,425,577,463
508,frame1012.jpg,800,600,label_4,256,392,340,580
509,frame1012.jpg,800,600,label_6,154,390,246,584
510,frame10120.jpg,800,600,label_2,659,291,799,600
511,frame10120.jpg,800,600,label_3,306,344,544,473
512,frame10120.jpg,800,600,label_3,291,356,495,472
513,frame10120.jpg,800,600,label_6,271,515,396,600
514,frame10120.jpg,800,600,label_6,235,465,445,588
515,frame10121.jpg,800,600,label_2,660,291,799,600
516,frame10121.jpg,800,600,label_3,307,342,546,471
